Monitoring Activity: Monitoring Activity Number,Project Name: Project Name,Monitoring Activity: ID,Comments,Contact,Completed?,Country,Department,Development Summary,DO,ECON Report Completed,ECON,ENV,ENV Report Completed,ENV Summary,Fiscal Year,Follow Up,"If Other Activity type, describe here",Monitoring Activity Date,Maturity Date,Monitoring Activity Type,Project ID,Site Visit Start Date,Site Visit Status,SOC,SOC Report Completed,SOC Summary,US Economic Impact Summary,Visit Number,Visit Reason,Monitoring Activity: Record Type,Monitoring Activity: Owner Role,Monitoring Activity: Last Modified Date,Project Name: Type,Project Name: Project Record Type,Project Name: Lead Source,Project Name: Requested DFC Amount,Project Name: Expected Revenue,Project Name: Won,Project Name: Closed,Project Name: Expected Commitment Date,Project Name: Next Step,Project Name: Process Stage,Project Name: Probability (%),Project Name: Fiscal Period,Project Name: Fiscal Year,Project Name: Age,Project Name: Stage Duration,Project Name: Report Category,Project Name: Description,Project Name: Has Line Item,Project Name: Private,Project Name: Created Date,Project Name: Last Modified Date,Project Name: Last Activity,Project Name: API ID,Project Name: Owner Role,Project Name: Project Owner: Title,Project Name: Project Owner: Company,Project Name: Project Owner: Department,Project Name: Project Owner: Division,Project Name: Project Owner: Profile,Project Name: Project Owner: Active,Project Name: Form 007 Comments,Project Name: Form 007 Status,Project Name: Form 007 GUID,Project Name: Form 007 Intake Number,Project Name: 007 Activation Code,Project Name: Form 007 Exception Detail,Project Name: Form 007 Exception Justification,Project Name: SOC Clearance,Project Name: SOC Is Data Sensitive,Project Name: Social Clearance Date,Project Name: Social Clearance Status,Project Name: Pipeline SOC Clearance Status,Project Name: Associated Fund,Project Name: Environmental Summary,Project Name: Environmental Clearance Notes,Project Name: Environmental Officer,Project Name: ENV Clearance,Project Name: ENV is Data Sensitive,Project Name: Env Category,Project Name: Environmental Clearance Date,Project Name: Environmental Clearance Status,Project Name: Pipeline Environmental Clearance Date,Project Name: Pipeline Environmental Clearance Status,Project Name: ECON IQ Metrics Original,Project Name: ECON IQ Metrics,Project Name: zPipeline Economic Clearance Status,Project Name: Secondary Reason for Termination,Project Name: U.S. Economic Impact:,Project Name: Economic Clearance Notes,Project Name: ECON Clearance,Project Name: ECON Project Info,Project Name: Pipeline Economic Clearance Status,Project Name: Pipeline Economic Clearance Date,Project Name: Economic Clearance Date,Project Name: Economic Clearance Status,Project Name: Secondary Office,"Project Name: ""Development/IQ"" Score",Project Name: IQ Score Total,Project Name: IQ Scoring Classification,Project Name: IQ Scoring Model,Project Name: Development/IQ” Score (proxy),Project Name: Unique Entity ID (SAM),Project Name: Is 008 Eligible,Project Name: Site Monitored,Project Name: Transferred to Monitoring,Project Name: In Monitoring,Project Name: Monitoring Designation,Project Name: Requires ODP Clearance,Project Name: ODP Recieved Date,Project Name: ODP Group,Project Name: U.S. Representative,Project Name: County,Project Name: Project ID,Project Name: Multiple Investors,Project Name: Investor Size SB,Project Name: Investment Committee Status,Project Name: Investment Committee Approval Date,Project Name: Other Investment Insurance Amount,Project Name: Investment Committee Scheduled Date,Project Name: Other Investment Insurance Details,Project Name: Has Equity Investment,Project Name: Board Approval Actual Date,Project Name: Board Approval Scheduled Date,Project Name: Board Approval Status,Project Name: Credit Approval Date,Project Name: Underwriting Approval Date,Project Name: Project Screening Approval Date,Project Name: Evaluation Committee Approval Date,Project Name: Funds Evaluation Committee Approval Date,Project Name: Loan Approval Date,Project Name: Equity Evaluation Committee Approve Date,Project Name: CEO Approval Date,Project Name: TA Approval Date,Project Name: Highest Level of Approval Needed,Project Name: Highest Level Approval Needed Achieved,Project Name: Host Country Income Category,Project Name: Country,Project Name: Host Country,Project Name: Project Countries,Project Name: Host Country Region,Project Name: Single Country Coverage,Project Name: Host Country is Review,Project Name: Host Country Low Income Priority,Project Name: Counts Toward Portfolio Exposure,Project Name: Consent Letter Counter Signed Date,Project Name: Discount Factor Pipeline,Project Name: Host Country Code,Project Name: Project Count Amount,Project Name: Reporting Count,Project Name: Country Income Level,Project Name: Lock Country Income Level,Project Name: Has US  Participant Project Account,Project Name: Reporting Count Notes,Project Name: CN Required for Country Override,Project Name: CN Required for Country,Project Name: Account Name,Project Name: Account Site,Project Name: Account Record Type,Project Name: Account Number,Project Name: Account ID,Project Name: Billing Country,Project Name: Shipping Country,Project Name: Country,Project Name: DFC Account ID,Project Name: Account Id
MA - 000005,Hattha Bank Plc.,a27t0000000kKK7,,,,,ODP,,0,0,0,0,0,,2022,,,8/26/2022,8/15/2027,Environmental & Social Compliance Project Evaluation,9000103702,,,0,0,,,,,,Administrative,10/5/2022,,SMEF,,50000000,50000000,1,1,10/30/2020,,Transferred to Monitoring,100,Q1-2021,2021,478,986,Portfolio,HKL is a large Micro Finance Institution in Cambodia primarily serving women in rural areas.,0,0,7/10/2019,2/18/2025,,006t0000003JkVK,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,d9cda4ad-deff-43ef-a9e2-e2cc23c2a5d3,34995,,,,SOC-2701,0,4/10/2020,C-Cleared,Clearance Completed,,,,,EN-02701,0,C,4/10/2020,C-Cleared,2020-04-10,Clearance Completed,a21t000000Et9yG,9000103702-IQ Adjustment Initial Score 2021,,,,,EC-05459,a1It0000008OHpQ,Clearance Completed,2020-06-23,6/23/2020,C-Cleared,,106.3,109,Developmental,0.1.4,,,0,0,8/17/2022,0,,1,,,,,9000103702,0,0,,7/31/2020,,,,0,,,,6/24/2020,,9/9/2019,,,6/24/2020,,,,IC,0,Low,,Cambodia,Cambodia,Asia,0,0,0,1,,,442,,1,Lower Middle Income,0,1,,0,1,DWM Asset Management LLC,,SF,,001t0000001ufPz,,,United States,,A-015080
MA - 000004,i-Finance Leasing Plc.,a27t0000000kKK2,,,,,ODP,,0,0,0,0,0,,2022,,,8/23/2022,5/15/2027,Environmental & Social Compliance Project Evaluation,9000083145,,,0,0,,,,,,Administrative,10/5/2022,,SMEF,,5000000,5000000,1,1,6/30/2020,,Closed Out,100,Q3-2020,2020,719,650,Omitted,i-Finance Leasing is a Cambodian leasing company providing financial services to Cambodia's asset-poor and under-banked populations beyond the reach,0,0,7/12/2018,1/23/2025,,006t0000002v13E,,Project Finance Specialist,,Office of Health & Agribusiness (OHA),,SMEF User,1,,Policy Clearance Completed,310abc72-60b9-42c7-b40d-93bcaf44c079,33577,,,,SOC-2650,0,3/30/2020,C-Cleared,Clearance Completed,,,,,EN-02650,0,C,1/22/2020,C-Cleared,2020-01-22,Clearance Completed,,,,,,,EC-05408,a1It00000072yez,Clearance Completed,2020-04-07,4/7/2020,C-Cleared,,100.9,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000083145,0,0,,,,,,0,,,,4/2/2020,,9/20/2018,,,4/2/2020,,,,Sub-IC,0,Low,,Cambodia,Cambodia,Asia,0,0,0,1,,,442,5000000,1,Lower Middle Income,0,1,,0,1,"Athena I Feeder (US), LLC",,SF,,001t000000C7Vtg,,,United States,,A-033434
MA - 000003,LOLC (Cambodia) Plc.,a27t0000000kKJx,,,,,ODP,,0,0,0,0,0,,,,,8/23/2022,8/15/2024,Environmental & Social Compliance Project Evaluation,9000032329,,,0,0,,,,,,Administrative,10/5/2022,,SMEF,,10000000,10000000,1,1,4/26/2017,,Closed Out,100,Q3-2017,2017,252,162,Omitted,"Cambodian MFI focused on providing access to finance to the underserved, primarily women and low income rural populations.",0,0,8/17/2016,1/23/2025,,006t0000002HxL0,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,9d44bc64-1250-4736-afc6-f15d59fbf482,9381,,,,LHR-2141,0,3/10/2017,C-Cleared,Clearance Completed,,,,,EN-02141,0,C,2/24/2017,C-Cleared,2017-02-24,Clearance Completed,a21t000000FlOMI,9000032329-IQ Adjustment Initial Score 2017,,,,,EC-04560,a1It000000004cg,Clearance Completed,2017-02-24,2/24/2017,C-Cleared,,72.5,0,Not Scored,0.1.4,,,0,0,7/12/2023,0,,1,,,,,9000032329,0,0,,,,,,0,,,,5/11/2017,,8/17/2016,,,5/11/2017,,,,Sub-IC,0,Low,,Cambodia,Cambodia,Asia,0,0,1,1,,,442,10000000,1,,0,1,,0,1,DWM FUNDS S.C.A.-SICAV SIF,,SF,,001t0000005NVu4,,,USA,,A-001184
MA - 000002,Acleda Bank,a27t0000000kKJs,,,,,ODP,,0,0,0,0,0,,2022,,,8/24/2022,2/15/2023,Environmental & Social Compliance Project Evaluation,9000031561,,,0,0,,,,,,Administrative,10/5/2022,,SMEF,,125000000,125000000,1,1,4/6/2016,,Closed Out,100,Q3-2016,2016,202,581,Omitted,The OPIC loan will be used to support an expansion of Acleda Bank's SME loan portfolio.,0,0,9/17/2015,1/23/2025,,006t000000293be,,,,,,OPIC Portfolio Monitoring,0,Hi VirakI am opening Form 248 in case you update the number of loans which will be made due to the OPIC funding of $125 million. Best Loren,Policy Clearance Completed,0d1f64f3-309e-4f50-820b-57bd1c4bacbc,7591,,,,LHR-0284,0,1/22/2016,C-Cleared,Clearance Completed,,,"PUBLIC PROJECT SUMMARY: The Project has been reviewed against OPIC’s categorical prohibitions and has been determined to be categorically eligible. Projects involving loans to financial institutions for the purposes of MSME on-lending are screened as Category C projects under OPIC’s environmental and social guidelines. The environmental, health, safety and social impacts from the Project are considered minimal. However, in order to ensure that the Project is consistent with OPIC’s statutory and policy requirements, the OPIC-guaranteed loans made by the Borrower will be subject to conditions regarding the use of proceeds, and the Borrower will be required to provide a healthy and safe work environment for its employees. The Project’s activities, which involve providing loans to MSMEs, are not vulnerable to climate change and therefore a climate change resilience assessment is not needed.  Acleda has an Environmental and Social Management System to screen and assess potential environmental and social risks of projects it supports but does not have a formalized community grievance mechanism. The Project will be required to develop a formalized community grievance mechanism for OPIC’s review and approval.","Kim, Jean",EN-00284,0,C,2/1/2016,C-Cleared,2016-02-01,Clearance Completed,a21t000000HGh41,9000031561 Form_008_Submission_Adjustment 2021,,,"The Project is not expected to have a negative impact on the U.S. economy or employment.  There is no U.S. procurement associated with this Project, and, therefore the Project is expected to have a neutral impact on U.S. employment.  The Project is expected to have a negative five-year U.S. balance of payments impact.","This Project is expected to have a highly developmental impact in Cambodia by expanding ACLEDA Bank’s lending to micro, small and medium sized businesses, about half of which are expected to be women-owned.  MSMEs are an important driver in the Cambodian economy, accounting for at least 40-50% of total employment.   However, MSME growth is constrained by limited access to finance.  Only 7.9% of Cambodian firms use banks to finance investments and only 3.6% use banks to finance working capital.   Loans originated by ACLEDA Bank will be used for start-up, working, and expansion capital purposes.  ACLEDA Bank is expected to hire over four hundred permanent employees to work on MSME lending as a result of the OPIC-supported investment.  ACLEDA will also provide technical assistance to industry counterparts by providing training for government workers, banks, MFIs, NGOs, private companies, and Cambodian students at its regional training centers.  Additionally, this Project aligns with host government development initiatives because expanding microfinance services and credit to SMEs is an important component of the Royal Government of Cambodia’s Rectangular Strategy for Growth, Employment, Equity and Efficiency, Phase III (RSIII), which reaffirms the Government’s mission to sustainable development and poverty reduction.",EC-04052,a1It0000006XIMS,Clearance Completed,2016-01-29,1/29/2016,C-Cleared,,70,0,Not Scored,0.1.4,,,0,0,1/26/2017,0,,1,,,,,9000031561,0,0,Approved,2/2/2016,,,,0,3/17/2016,,Approved,1/11/2016,,,,,3/17/2016,,,,Board,0,Low,,Cambodia,Cambodia,Asia,0,0,1,1,,,442,,1,,0,1,,0,1,Microvest,,SF,,001t0000007i9fw,,,USA,,A-031164
MA - 000027,i-Finance Leasing Plc.,a273d00000133xl,,,,,ODP,,0,0,0,0,0,,,,,8/23/2022,5/15/2027,Development Impact Monitoring Review,9000083145,,,0,0,,,,,,,6/13/2023,,SMEF,,5000000,5000000,1,1,6/30/2020,,Closed Out,100,Q3-2020,2020,719,650,Omitted,i-Finance Leasing is a Cambodian leasing company providing financial services to Cambodia's asset-poor and under-banked populations beyond the reach,0,0,7/12/2018,1/23/2025,,006t0000002v13E,,Project Finance Specialist,,Office of Health & Agribusiness (OHA),,SMEF User,1,,Policy Clearance Completed,310abc72-60b9-42c7-b40d-93bcaf44c079,33577,,,,SOC-2650,0,3/30/2020,C-Cleared,Clearance Completed,,,,,EN-02650,0,C,1/22/2020,C-Cleared,2020-01-22,Clearance Completed,,,,,,,EC-05408,a1It00000072yez,Clearance Completed,2020-04-07,4/7/2020,C-Cleared,,100.9,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000083145,0,0,,,,,,0,,,,4/2/2020,,9/20/2018,,,4/2/2020,,,,Sub-IC,0,Low,,Cambodia,Cambodia,Asia,0,0,0,1,,,442,5000000,1,Lower Middle Income,0,1,,0,1,"Athena I Feeder (US), LLC",,SF,,001t000000C7Vtg,,,United States,,A-033434
MA - 000026,Hattha Bank Plc.,a273d00000133xb,,,,,ODP,,0,0,0,0,0,,,,,8/26/2022,8/15/2027,Development Impact Monitoring Review,9000103702,,,0,0,,,,,,,6/13/2023,,SMEF,,50000000,50000000,1,1,10/30/2020,,Transferred to Monitoring,100,Q1-2021,2021,478,986,Portfolio,HKL is a large Micro Finance Institution in Cambodia primarily serving women in rural areas.,0,0,7/10/2019,2/18/2025,,006t0000003JkVK,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,d9cda4ad-deff-43ef-a9e2-e2cc23c2a5d3,34995,,,,SOC-2701,0,4/10/2020,C-Cleared,Clearance Completed,,,,,EN-02701,0,C,4/10/2020,C-Cleared,2020-04-10,Clearance Completed,a21t000000Et9yG,9000103702-IQ Adjustment Initial Score 2021,,,,,EC-05459,a1It0000008OHpQ,Clearance Completed,2020-06-23,6/23/2020,C-Cleared,,106.3,109,Developmental,0.1.4,,,0,0,8/17/2022,0,,1,,,,,9000103702,0,0,,7/31/2020,,,,0,,,,6/24/2020,,9/9/2019,,,6/24/2020,,,,IC,0,Low,,Cambodia,Cambodia,Asia,0,0,0,1,,,442,,1,Lower Middle Income,0,1,,0,1,DWM Asset Management LLC,,SF,,001t0000001ufPz,,,United States,,A-015080
MA - 000025,WEOF Acleda Bank,a273d00000133wt,,,,,ODP,,0,0,0,0,0,,,,,8/24/2022,2/15/2024,Development Impact Monitoring Review,9000031773,,,0,0,,,,,,,6/13/2023,,SF,,30000000,30000000,1,1,6/10/2016,,Closed Out,100,Q3-2016,2016,206,406,Omitted,"SME on-lending facility in partnership with the Goldman Sachs Foundation's 10,000 Women Program and the IFC.",0,0,11/17/2015,1/23/2025,,006t0000001eRJj,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,5d4da88c-b5eb-4988-a9e2-4225da56b982,7849,,,,LHR-1180,0,2/10/2016,C-Cleared,Clearance Completed,,,"PUBLIC PROJECT SUMMARY: The Project has been reviewed against OPIC’s categorical prohibitions and has been determined to be categorically eligible. Projects involving loans to financial institutions for the purposes of MSME on-lending are screened as Category C projects under OPIC’s environmental and social guidelines. The environmental, health, safety and social impacts from the Project are considered minimal. However, in order to ensure that the Project is consistent with OPIC’s statutory and policy requirements, the OPIC-guaranteed loans made by the Borrower will be subject to conditions regarding the use of proceeds, and the Borrower will be required to provide a healthy and safe work environment for its employees. The Project’s activities, which involve providing loans to MSMEs, are not vulnerable to climate change and therefore a climate change resilience assessment is not needed.  

Acleda has an Environmental and Social Management System to screen and assess potential environmental and social risks of projects it supports but does not have a formalized community grievance mechanism. The Project will be required to develop a formalized community grievance mechanism for OPIC’s review and approval.","Kim, Jean",EN-01180,0,C,2/5/2016,C-Cleared,2016-02-05,Under Review,,,,,"The WEOF Loan is not expected to have a negative impact on the U.S. economy or employment.  There is no U.S. procurement associated with this Project, and, therefore the WEOF Loan is expected to have a neutral impact on U.S. employment.  The WEOF Loan is expected to have a negative five-year U.S. balance of payments impact.","The WEOF Loan is expected to have a highly developmental impact in Cambodia by expanding ACLEDA Bank’s lending to women-owned small and medium sized businesses.  Women-owned SMEs are an important economic driver in Cambodia, with women-owned SMEs accounting for 32 to 66% of formal and informal MSMEs in Southeast Asia.   Moreover, economic research demonstrates that investing in women-owned businesses, and increasing female participation in the labor force, can create huge economic returns, but limited access to finance remains a challenge for many women in developing countries.  In Cambodia, an estimated 41% of women-owned SMEs are underserved by financial institutions.   The IFC estimates that as many as 70% of women-owned SMEs in the formal sector in developing countries are unserved or underserved by financial institutions – a financing gap of around $285 billion—but if this credit gap is closed by 2020, per capita incomes could be 12% higher by 2030.   Loans originated by ACLEDA Bank will be used for start-up, working, and expansion capital as well as equipment purchasing.  Additionally, the WEOF Loan will catalyze funding from GSF for technical assistance and incentives for lending to women-owned enterprises.",EC-04083,,Clearance Completed,2016-02-11,2/11/2016,C-Cleared,,75,0,Not Scored,0.1.4,,,0,0,1/3/2018,0,,1,,,,,9000031773,0,0,Approved,2/11/2016,,,,0,3/17/2016,,Approved,2/9/2016,,1/21/2016,,,3/17/2016,,,,IC,0,Low,,Cambodia,Cambodia,Asia,0,0,1,1,,,442,,1,,0,1,"Updated reporting count February 2023, reporting under another project. Changed from 0 to 1 given its A side closed out.",0,1,Goldman Sachs Foundation,,SF,,001t0000001vYsx,,,,,A-018116
MA - 000024,Acleda Bank,a273d00000133vJ,,,,,ODP,,0,0,0,0,0,,,,,8/24/2022,2/15/2023,Development Impact Monitoring Review,9000031561,,,0,0,,,,,,,6/13/2023,,SMEF,,125000000,125000000,1,1,4/6/2016,,Closed Out,100,Q3-2016,2016,202,581,Omitted,The OPIC loan will be used to support an expansion of Acleda Bank's SME loan portfolio.,0,0,9/17/2015,1/23/2025,,006t000000293be,,,,,,OPIC Portfolio Monitoring,0,Hi VirakI am opening Form 248 in case you update the number of loans which will be made due to the OPIC funding of $125 million. Best Loren,Policy Clearance Completed,0d1f64f3-309e-4f50-820b-57bd1c4bacbc,7591,,,,LHR-0284,0,1/22/2016,C-Cleared,Clearance Completed,,,"PUBLIC PROJECT SUMMARY: The Project has been reviewed against OPIC’s categorical prohibitions and has been determined to be categorically eligible. Projects involving loans to financial institutions for the purposes of MSME on-lending are screened as Category C projects under OPIC’s environmental and social guidelines. The environmental, health, safety and social impacts from the Project are considered minimal. However, in order to ensure that the Project is consistent with OPIC’s statutory and policy requirements, the OPIC-guaranteed loans made by the Borrower will be subject to conditions regarding the use of proceeds, and the Borrower will be required to provide a healthy and safe work environment for its employees. The Project’s activities, which involve providing loans to MSMEs, are not vulnerable to climate change and therefore a climate change resilience assessment is not needed.  Acleda has an Environmental and Social Management System to screen and assess potential environmental and social risks of projects it supports but does not have a formalized community grievance mechanism. The Project will be required to develop a formalized community grievance mechanism for OPIC’s review and approval.","Kim, Jean",EN-00284,0,C,2/1/2016,C-Cleared,2016-02-01,Clearance Completed,a21t000000HGh41,9000031561 Form_008_Submission_Adjustment 2021,,,"The Project is not expected to have a negative impact on the U.S. economy or employment.  There is no U.S. procurement associated with this Project, and, therefore the Project is expected to have a neutral impact on U.S. employment.  The Project is expected to have a negative five-year U.S. balance of payments impact.","This Project is expected to have a highly developmental impact in Cambodia by expanding ACLEDA Bank’s lending to micro, small and medium sized businesses, about half of which are expected to be women-owned.  MSMEs are an important driver in the Cambodian economy, accounting for at least 40-50% of total employment.   However, MSME growth is constrained by limited access to finance.  Only 7.9% of Cambodian firms use banks to finance investments and only 3.6% use banks to finance working capital.   Loans originated by ACLEDA Bank will be used for start-up, working, and expansion capital purposes.  ACLEDA Bank is expected to hire over four hundred permanent employees to work on MSME lending as a result of the OPIC-supported investment.  ACLEDA will also provide technical assistance to industry counterparts by providing training for government workers, banks, MFIs, NGOs, private companies, and Cambodian students at its regional training centers.  Additionally, this Project aligns with host government development initiatives because expanding microfinance services and credit to SMEs is an important component of the Royal Government of Cambodia’s Rectangular Strategy for Growth, Employment, Equity and Efficiency, Phase III (RSIII), which reaffirms the Government’s mission to sustainable development and poverty reduction.",EC-04052,a1It0000006XIMS,Clearance Completed,2016-01-29,1/29/2016,C-Cleared,,70,0,Not Scored,0.1.4,,,0,0,1/26/2017,0,,1,,,,,9000031561,0,0,Approved,2/2/2016,,,,0,3/17/2016,,Approved,1/11/2016,,,,,3/17/2016,,,,Board,0,Low,,Cambodia,Cambodia,Asia,0,0,1,1,,,442,,1,,0,1,,0,1,Microvest,,SF,,001t0000007i9fw,,,USA,,A-031164
MA - 000023,LOLC (Cambodia) Plc.,a273d00000133vI,,,,,ODP,,0,0,0,0,0,,,,,8/23/2022,8/15/2024,Development Impact Monitoring Review,9000032329,,,0,0,,,,,,,6/13/2023,,SMEF,,10000000,10000000,1,1,4/26/2017,,Closed Out,100,Q3-2017,2017,252,162,Omitted,"Cambodian MFI focused on providing access to finance to the underserved, primarily women and low income rural populations.",0,0,8/17/2016,1/23/2025,,006t0000002HxL0,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,9d44bc64-1250-4736-afc6-f15d59fbf482,9381,,,,LHR-2141,0,3/10/2017,C-Cleared,Clearance Completed,,,,,EN-02141,0,C,2/24/2017,C-Cleared,2017-02-24,Clearance Completed,a21t000000FlOMI,9000032329-IQ Adjustment Initial Score 2017,,,,,EC-04560,a1It000000004cg,Clearance Completed,2017-02-24,2/24/2017,C-Cleared,,72.5,0,Not Scored,0.1.4,,,0,0,7/12/2023,0,,1,,,,,9000032329,0,0,,,,,,0,,,,5/11/2017,,8/17/2016,,,5/11/2017,,,,Sub-IC,0,Low,,Cambodia,Cambodia,Asia,0,0,1,1,,,442,10000000,1,,0,1,,0,1,DWM FUNDS S.C.A.-SICAV SIF,,SF,,001t0000005NVu4,,,USA,,A-001184
MA - 000001,Akola PBC,a27t0000000wk9O,,,,,ODP,,0,0,0,0,0,,,,contractor site visit,12/13/2021,10/15/2028,Environmental & Social Compliance Project Evaluation,9000093622,,,0,0,,,,,,Office of Investment Policy,3/22/2022,,SMEF,,5000000,5000000,1,1,10/10/2019,,Closed Out,100,Q1-2020,2020,163,865,Omitted,Akola is an impact jewelry manufacturer that employees women in rural Uganda.,0,0,4/30/2019,1/23/2025,,006t0000003EQH5,,"Director, Portfolio Management",,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,e14bbc3d-187f-429e-bad2-32ad3e10c294,29909,,,,SOC-2626,0,11/4/2019,C-Cleared,Clearance Completed,,,,,EN-02626,0,B,10/3/2019,C-Cleared,2019-10-03,Clearance Completed,a21t000000Et9YS,9000093622 Form_008_Submission_Adjustment 2022,,,,,EC-05384,a1It0000006CDAB,Clearance Completed,2019-10-30,10/30/2019,C-Cleared,,72.5,97.5,Developmental,0.1.4,,,0,0,5/20/2021,0,,1,,,,,9000093622,0,0,,,,,,0,,,,10/31/2019,,4/23/2019,,,10/31/2019,,,,Sub-IC,0,Low,,Uganda,Uganda,Africa,0,0,1,1,,,617,,1,Low Income,1,1,,0,0,Akola PBC,,SF,,001t000000KaxJH,,,USA,,A-034421
MA - 000040,Brentwood Park - Rental,a273d0000015F9f,,,,,ODP,,0,0,0,0,0,,,,,4/17/2023,,Environmental & Social Compliance Project Evaluation,9000093580,,,0,0,,,,,,Administrative,8/1/2023,,Portfolio Company,,1967000,1967000,1,1,9/30/2019,,Consent Letter Completed,100,Q4-2019,2019,189,1618,Portfolio,"176 rental units in Gauteng, South Africa",0,0,3/25/2019,10/22/2024,,006t0000002X9Jv,,Investment Funds Specialist,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance Completed,7f4f03b8-7d40-48cb-908b-964c2ef70408,29238,,,,SOC-2551,0,8/19/2019,C-Cleared,Clearance Completed,,,,,EN-02551,0,B,8/19/2019,C-Cleared,2019-08-19,Clearance Completed,a21t000000Et9y1,9000093580 Form_008_Submission_Adjustment 2020,,,,,EC-05299,a1It0000007C27L,Clearance Completed,2019-12-30,12/30/2019,C-Cleared,,,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000093580,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,Middle,,South Africa,South Africa,Africa,0,1,0,1,11/23/2020,,674,,0,,0,0,"Updated reporting count and project relationship January, 2023. Should report under Brentwood Park - For Sale Development (9000093579)",0,0,International Housing Solutions,,,,00170000018Psto,South Africa,,,,A-003034
MA - 000039,Brentwood Park - For Sale Development,a273d0000015F9L,,,,,ODP,,0,0,0,0,0,,,,,4/17/2023,,Environmental & Social Compliance Project Evaluation,9000093579,,,0,0,,,,,,Administrative,8/1/2023,,Portfolio Company,,2198000,2198000,1,1,9/30/2019,,Consent Letter Completed,100,Q4-2019,2019,189,1618,Portfolio,"218 for sale units in Gauteng, South Africa",0,0,3/25/2019,10/22/2024,,006t0000002X95o,,Investment Funds Specialist,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance Completed,030dbbe4-62c0-46d0-a426-8fc017949e87,27928,,,,SOC-2550,0,8/19/2019,C-Cleared,Clearance Completed,,,,,EN-02550,0,B,8/19/2019,C-Cleared,2019-08-19,Clearance Completed,a21t000000HGgup,9000093579 Form_008_Submission_Adjustment 2021,,,,,EC-05298,a1It0000004Hb2i,Clearance Completed,2019-12-30,12/30/2019,C-Cleared,,45,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000093579,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,Middle,,South Africa,South Africa,Africa,0,1,0,1,11/23/2020,,674,,1,,0,0,"Updated reporting count and project relationship January, 2023",0,0,International Housing Solutions,,,,00170000018Psto,South Africa,,,,A-003034
MA - 000038,Tirong Estate,a273d0000015F9G,,,,,ODP,,0,0,0,0,0,,,,,4/17/2023,,Environmental & Social Compliance Project Evaluation,9000032266,,,0,0,,,,,,Administrative,8/1/2023,,Portfolio Company,,1595000,1595000,1,1,9/30/2016,,Invested,100,Q4-2016,2016,79,2748,Portfolio,"The development of 635 ""green"" residential units located within a secure residential development in Tirong, that will be sold at affordable prices.",0,0,7/13/2016,2/26/2024,,006t0000002DIbx,,Investment Funds Specialist,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance Completed,0a7d0527-c407-48eb-a8d6-4ee394d61fe8,8726,,,,LHR-1041,0,8/25/2016,C-Cleared,Clearance Completed,,,,"Aggarwal, Sanjeev",EN-01017,0,B,7/25/2017,C-Cleared,2017-07-25,Clearance Completed,a21t000000HGgvk,9000032266 Form_008_Submission_Adjustment 2021,,,"The Project is not expected to have a negative impact on the U.S. economy.  There is no U.S. procurement associated with this Project, and the Project is expected to have a neutral impact on U.S. employment.  The Project is expected to have a negative five-year U.S. balance of payments impact.","This Project is expected to have a positive developmental impact on South Africa.  South Africa’s rapid urbanization is placing stress on the availability of middle-income housing units, and the country’s housing deficit stood at 2.1 million units in 2015. It is expected that the Project will supply approximately 635 units of new middle-income units in Gauteng Province, South Africa.  These units are expected to be IFC Edge certified, and they will feature energy saving technologies such as smart meters, low-flow faucets and energy efficient construction materials.",EC-04181,,Clearance Completed,2016-07-22,7/22/2016,C-Cleared,,40,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000032266,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,Middle,,South Africa,South Africa,Africa,0,0,0,1,,,674,,1,,0,0,,0,0,International Housing Solutions,,,,00170000018Psto,South Africa,,,,A-003034
